buildingtype,primarypropertytype,zipcode,councildistrictcode,neighborhood,latitude,longitude,largestpropertyusetype,energystarscore,siteeuikbtu_sf,siteenergyusekbtu,defaultdata,compliancestatus,totalghgemissions,flag_seattle_outlier,numberofbuildings_log,largestpropertyusetypegfa_log,naturalgaskbtu_log,electricitykbtu_log,propertygfatotal_log,thirdlargestpropertyusetypegfa_log,numberoffloors_log,secondlargestpropertyusetypegfa_log,construction_era,energystar_missing,uses_steam,has_parking,building_age,gfa_per_floor,elec_ratio,steam_ratio,primary_usage_dominance,is_multipurpose,is_high_performer,is_low_performer,age_x_size,multipurpose_x_size
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52549,-122.33064,Non-Refrigerated Warehouse,60.0,43.59999847,1356972.25,False,Compliant,43.18,0,0.6931471805599453,10.296913817032536,13.501844472757094,13.347442653992914,10.353320361711043,0.0,0.6931471805599453,7.2868764117507,Mid_Century,1,0,0,37,31360.0,0.4614759071160077,0.0,0.9451530612244898,0,0,0,1.16032,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52549,-122.33064,Non-Refrigerated Warehouse,60.0,70.0,2339234.0,False,Compliant,64.75,0,0.6931471805599453,10.379752786950895,13.864302626893798,14.069558801520122,10.41394310783523,0.0,0.6931471805599453,7.0909098220799835,Mid_Century,1,0,0,37,33320.0,0.5511346876798131,0.0,0.9663865546218487,0,0,0,1.23284,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52549,-122.33064,Non-Refrigerated Warehouse,71.0,49.70000076,2373568.25,False,Compliant,59.14,0,0.6931471805599453,10.774801838762809,13.735450600141954,14.187425087281326,10.779393694214807,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,37,48020.0,0.6111086125288371,0.0,0.9954185755935027,0,0,0,1.77674,0.0
NonResidential,Warehouse,98108,1,GREATER DUWAMISH,47.52549,-122.33064,Non-Refrigerated Warehouse,55.0,42.20000076,1176342.25,False,Compliant,39.05,0,0.6931471805599453,10.23462415135353,13.412941252968135,13.137732662533816,10.219064422181425,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,37,27420.0,0.43162863528875206,0.0,1.0,0,0,0,1.01454,0.0
NonResidential,K-12 School,98122,3,CENTRAL,47.60885,-122.2999,K-12 School,100.0,6.699999809,161363.4063,False,Non-Compliant,1.12,1,0.6931471805599453,10.09216387496809,0.0,11.99141796161187,10.09216387496809,0.0,1.0986122886681096,0.0,Historic,0,0,0,87,12076.0,0.9999974820809171,0.0,1.0,0,1,0,2.101224,0.0
NonResidential,K-12 School,98115,5,NORTHEAST,47.694,-122.28967,K-12 School,71.0,55.5,2053956.375,False,Compliant,85.15,0,0.6931471805599453,10.518700218288165,14.244091752044678,13.159429848767163,10.683866919038945,0.0,1.0986122886681096,0.0,Historic,0,0,0,67,21822.5,0.25262464496111803,0.0,0.8477488830335663,1,0,0,2.924215,0.43645
NonResidential,Retail Store,98115,5,NORTHEAST,47.69066,-122.29023,Retail Store,68.0,68.69999695,1399062.75,False,Compliant,21.46,0,0.6931471805599453,9.921376585371869,12.444002341034249,13.951212967225805,10.198170064632654,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,64,26853.0,0.8186480556358177,0.0,0.7582020630841991,1,0,0,1.718592,0.26853
NonResidential,Other,98134,2,GREATER DUWAMISH,47.59347,-122.33369,Other,72.0,21.20000076,950695.625,False,Compliant,29.88,0,0.6931471805599453,10.709427560571196,13.130424796673879,13.00953280801699,10.709427560571196,0.0,1.6094379124341003,0.0,Historic,1,0,0,107,11193.75,0.46981387970518956,0.0,1.0,0,0,0,4.790925,0.0
NonResidential,Other,98134,2,GREATER DUWAMISH,47.57507,-122.33349,Other,72.0,75.09999847,2833624.5,False,Compliant,112.82,0,1.0986122886681096,9.889185767825268,14.517198165038119,13.61274789809185,10.231387437026681,8.699681400989514,0.6931471805599453,9.392745258631441,Historic,1,0,0,100,27760.0,0.28813662501859366,0.0,0.7101945244956772,1,0,0,2.776,0.2776
NonResidential,Other,98134,2,GREATER DUWAMISH,47.57459,-122.3339,Other - Entertainment/Public Assembly,72.0,16.70000076,347437.6875,False,Compliant,6.46,0,0.6931471805599453,9.483796737163981,11.380045288829644,12.46798680871728,9.95113420600348,6.976348070447749,0.6931471805599453,8.79497643168877,Historic,1,0,0,79,20975.0,0.7479959985630517,0.0,0.6266507747318236,1,0,0,1.657025,0.20975
NonResidential,Other,98134,2,GREATER DUWAMISH,47.57619,-122.3339,Other,72.0,61.70000076,1608508.75,False,Compliant,17.6,0,0.6931471805599453,10.16877063004443,11.838098389843973,14.200830099979472,10.16877063004443,0.0,0.6931471805599453,0.0,Historic,1,0,0,98,26075.0,0.9139415623321913,0.0,1.0,0,0,0,2.55535,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.57881,-122.33273,Non-Refrigerated Warehouse,60.0,32.09999847,1486681.75,False,Compliant,26.27,0,0.6931471805599453,10.288579870836355,12.750531284919267,13.948247009707002,10.288579870836355,0.0,0.6931471805599453,9.735246399950178,Early_Code,0,0,0,24,29394.0,0.7681186642669152,0.0,1.0,0,0,0,0.705456,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.57941,-122.3336,Non-Refrigerated Warehouse,69.0,21.5,438557.0,False,Compliant,12.17,0,0.6931471805599453,9.61587214452889,12.19343310198371,12.392846774894151,9.923339198238729,0.0,1.0986122886681096,8.594339400592892,Historic,0,0,0,90,10200.0,0.5496890940060243,0.0,0.7352941176470589,1,0,0,1.836,0.204
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.57893,-122.33374,Office,16.0,44.20000076,903541.875,False,Compliant,6.3,0,0.6931471805599453,9.92627591416656,0.0,13.714078980576998,9.92627591416656,0.0,0.6931471805599453,0.0,Historic,0,0,0,90,20460.0,1.0,0.0,1.0,0,0,1,1.8414,0.0
NonResidential,Self-Storage Facility,98134,2,GREATER DUWAMISH,47.58168,-122.33369,Self-Storage Facility,73.0,8.100000381,209698.7031,False,Compliant,1.46,0,0.6931471805599453,10.158982120734663,0.0,12.253433216890011,10.158982120734663,0.0,1.0986122886681096,0.0,Historic,1,0,0,91,12910.5,1.0,0.0,1.0,0,0,0,2.349711,0.0
NonResidential,Refrigerated Warehouse,98134,2,GREATER DUWAMISH,47.58217,-122.33263,Refrigerated Warehouse,45.0,49.09999847,1074350.375,False,Compliant,7.49,0,0.6931471805599453,9.992916837362552,0.0,13.887227316300805,9.992916837362552,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,61,10935.0,0.99999965095186,0.0,1.0,0,0,1,1.33407,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.58069,-122.3325,Non-Refrigerated Warehouse,60.0,68.30000305,3528086.75,False,Compliant,66.77,0,1.3862943611198906,10.852535848648456,13.725678843924074,14.776393703387015,10.852535848648456,0.0,0.6931471805599453,0.0,Early_Code,1,0,0,28,51664.0,0.7409123372604146,0.0,1.0,0,0,0,1.446592,0.0
NonResidential,Medical Office,98126,1,DELRIDGE,47.53419,-122.36624,Medical Office,89.0,71.90000153,3133849.5,False,Compliant,106.35,0,0.6931471805599453,10.68317933449626,14.42058962156335,14.079761503068493,10.68317933449626,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,46,43615.0,0.41560834366806704,0.0,1.0,0,1,0,2.00629,0.0
NonResidential,Small- and Mid-Sized Office,98126,1,DELRIDGE,47.53419,-122.36624,Office,26.0,67.90000153,1144267.5,False,Compliant,7.98,0,0.6931471805599453,9.732461955484025,0.0,13.950275689220213,10.51542467767053,0.0,1.3862943611198906,0.0,Mid_Century,0,0,0,46,12293.0,0.9999995630392369,0.0,0.45703516906640634,1,0,1,1.696434,0.36879
Nonresidential COS,Other,98106,1,DELRIDGE,47.53578,-122.36205,Other,72.0,123.5,3494929.5,False,Compliant,92.7,0,0.6931471805599453,10.250758416399567,14.208341523683442,14.515515669070112,10.258781543397928,0.0,1.0986122886681096,7.00397413672268,Modern,1,0,0,14,14265.5,0.5761953138110512,0.0,0.992008692299604,0,0,0,0.399434,0.0
NonResidential,Warehouse,98106,1,DELRIDGE,47.53846,-122.36175,Non-Refrigerated Warehouse,80.0,7.099999905,308400.4063,False,Compliant,2.15,0,0.6931471805599453,10.681825704151798,0.0,12.639156163208208,10.50783084142058,0.0,1.0986122886681096,0.0,Early_Code,0,0,0,34,18300.0,0.999998682556859,0.0,1.0,0,1,0,1.2444,0.0
NonResidential,Mixed Use Property,98126,1,SOUTHWEST,47.57269,-122.37056,Office,65.5,35.0,1011965.375,False,Compliant,7.05,0,0.6931471805599453,9.578657284448841,0.0,13.827405531427218,10.468147738930524,0.0,1.791759469228055,9.578657284448841,Modern,1,0,0,12,7035.2,0.9999996294339616,0.0,0.410848305662952,1,0,0,0.422112,0.35176
SPS-District K-12,K-12 School,98115,5,NORTH,47.69845,-122.30747,K-12 School,87.0,38.79999924,1564891.75,True,Error - Correct Default Data,47.98,0,0.6931471805599453,10.603759293038369,13.596700105204299,13.542940389987706,10.51058652847062,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,57,36701.0,0.48656336772176095,0.0,1.0,0,1,0,2.091957,0.0
NonResidential,University,98103,4,LAKE UNION,47.65231,-122.34217,College/University,73.0,68.59999847,2839882.25,False,Compliant,61.68,0,0.6931471805599453,10.180891990576775,13.718771658025224,14.474113394094637,10.628472489944825,0.0,1.0986122886681096,9.61587214452889,Historic,1,0,1,76,20646.5,0.6803415881063378,0.0,0.6391640229578863,1,0,0,3.138268,0.41293
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.55718,-122.33288,Non-Refrigerated Warehouse,49.0,43.0,2100216.5,False,Compliant,61.6,0,0.6931471805599453,10.338187785912627,13.833200170101744,13.894664563166417,10.797348609444098,0.0,0.6931471805599453,9.798182590890704,Historic,0,0,0,75,48890.0,0.5153611544333644,0.0,0.6318060953160155,1,0,1,3.66675,0.4889
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.55658,-122.33322,Office,3.0,101.5999985,4416909.5,False,Compliant,30.79,0,0.6931471805599453,10.679918337232811,0.0,15.30095091455038,10.679918337232811,0.0,1.3862943611198906,0.0,Early_Code,0,0,0,16,14491.0,0.9999998867986768,0.0,1.0,0,0,1,0.695568,0.0
NonResidential,Retail Store,98126,1,DELRIDGE,47.52254,-122.36627,Retail Store,19.0,91.69999695,3740373.75,False,Compliant,35.48,0,0.6931471805599453,10.616290290754515,12.224644123115604,15.078683723269707,10.603262719386294,0.0,0.6931471805599453,0.0,Early_Code,0,0,0,26,40265.0,0.9455271682408743,0.0,1.0,0,0,1,1.04689,0.0
NonResidential,Retail Store,98126,1,DELRIDGE,47.52254,-122.36627,Retail Store,79.0,49.59999847,1608884.25,False,Compliant,37.61,0,0.6931471805599453,10.386777526107597,13.257100542792609,13.851618739906307,10.17385814221302,0.0,0.6931471805599453,0.0,Modern,0,0,0,11,26208.0,0.6444012364469351,0.0,1.0,0,0,0,0.288288,0.0
Nonresidential COS,Other,98106,1,DELRIDGE,47.52801,-122.36918,Other - Recreation,72.0,204.8000031,8054334.0,False,Compliant,286.89,0,0.0,10.277289980135452,15.425148050480944,14.931745976365315,10.212001134567842,6.573680166960646,1.0986122886681096,9.048879705849558,Mid_Century,1,0,0,41,13613.5,0.37909242402910037,0.0,1.0,0,0,0,1.116307,0.0
NonResidential,Mixed Use Property,98117,6,BALLARD,47.69766,-122.37346,Other - Education,65.5,77.30000305,3275779.25,False,Compliant,152.14,0,0.6931471805599453,9.392745258631441,14.846013513282061,13.067497392763068,10.649535484831526,9.116139576577355,0.6931471805599453,9.34145634983372,Historic,1,0,0,90,42172.0,0.14448623178744416,0.0,0.284548989851086,1,0,0,3.79548,0.42172
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59657,-122.33394,Office,92.0,24.70000076,796042.375,False,Compliant,11.44,0,0.6931471805599453,10.381304329495126,11.75637347842476,13.412761757350339,10.381304329495126,0.0,1.791759469228055,0.0,Historic,0,0,0,106,6450.0,0.8397530345039735,0.0,1.0,0,1,0,3.4185,0.0
NonResidential,Retail Store,98103,6,NORTHWEST,47.69061,-122.35731,Retail Store,95.0,25.5,1298039.875,False,Compliant,14.17,0,0.6931471805599453,10.839600519357369,11.617465644244152,13.98695820753968,10.839600519357369,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,63,51000.0,0.9144719071130231,0.0,1.0,0,1,0,3.213,0.0
NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,47.58452,-122.3337,Other,65.5,8.5,229856.4063,False,Compliant,1.6,0,0.6931471805599453,9.130499807013427,0.0,12.345217005936492,10.203629181337648,9.105090961257085,0.6931471805599453,9.105090961257085,Historic,1,0,0,100,27000.0,1.0,0.0,0.3333333333333333,1,0,0,2.7,0.27
NonResidential,Other,98134,2,GREATER DUWAMISH,47.58787,-122.33365,Other - Entertainment/Public Assembly,72.0,48.29999924,1001964.0,False,Compliant,17.45,0,0.6931471805599453,9.377209824211215,12.332031060406912,13.560771844935234,9.940205135471292,8.246171559857563,1.0986122886681096,8.54110501146255,Historic,1,0,0,81,10373.5,0.7735986522469869,0.0,0.569479924808406,1,0,0,1.680507,0.20747
NonResidential,Warehouse,98101,2,GREATER DUWAMISH,47.58903,-122.33361,Non-Refrigerated Warehouse,60.0,20.0,817255.875,False,Compliant,27.83,0,0.6931471805599453,10.491301994830229,13.081062101380374,12.729285233107053,10.616461869895815,0.0,1.0986122886681096,8.476579508530941,Historic,1,0,0,88,20400.0,0.4129514517102737,0.0,0.8823529411764706,0,0,0,3.5904,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.59508,-122.33378,Office,80.0,28.60000038,576174.125,False,Compliant,4.02,0,0.6931471805599453,9.911009193934975,0.0,13.26416671297869,9.911009193934975,0.0,1.0986122886681096,0.0,Historic,0,0,0,96,10075.0,0.9999997830516947,0.0,1.0,0,1,0,1.9344,0.0
NonResidential,Small- and Mid-Sized Office,98104,2,DOWNTOWN,47.59639,-122.33368,Office,40.0,53.40000153,1682454.875,False,Compliant,11.73,0,0.6931471805599453,10.357774570341576,0.0,14.335765188598884,10.491301994830229,0.0,2.0794415416798357,0.0,Historic,0,0,0,107,5142.857142857143,1.0,0.0,0.875,0,0,1,3.852,0.0
NonResidential,Warehouse,98111,2,GREATER DUWAMISH,47.59081,-122.33487,Non-Refrigerated Warehouse,60.0,60.59999847,2502081.0,False,Compliant,96.62,0,0.6931471805599453,10.098272780745283,14.35555376071323,13.574714615937369,10.628060723095926,8.214194414852564,1.0986122886681096,9.494390858193913,Historic,1,0,0,78,20638.0,0.3141389107706745,0.0,0.5887198371935265,1,0,0,3.219528,0.41276
NonResidential,Refrigerated Warehouse,98134,2,GREATER DUWAMISH,47.58999,-122.33539,Refrigerated Warehouse,75.0,50.59999847,1232822.875,False,Compliant,23.62,0,0.0,9.659375694785721,12.69348019413778,13.718125927975239,10.103608096692797,0.0,1.0986122886681096,9.07004328643746,Historic,1,0,0,79,12215.0,0.7358770009844278,0.0,0.641301678264429,1,0,0,1.92997,0.2443
NonResidential,Other,98134,2,GREATER DUWAMISH,47.58788,-122.33458,Other,72.0,0.699999988,16808.90039,False,Non-Compliant,0.12,1,0.6931471805599453,10.11528700214968,0.0,11.333992465959382,10.22886272963353,0.0,1.3862943611198906,0.0,Historic,1,0,0,106,9230.0,1.0,0.0,0.8926327193932828,0,0,0,2.93514,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.58686,-122.33469,Office,90.0,41.09999847,928584.875,False,Compliant,9.65,0,0.6931471805599453,10.024864123702642,11.138871810816157,13.664446941582938,10.024864123702642,0.0,0.6931471805599453,0.0,Historic,0,0,0,89,22580.0,0.925916438171578,0.0,1.0,0,1,0,2.00962,0.0
NonResidential,Warehouse,98122,3,CENTRAL,47.60192,-122.31641,Non-Refrigerated Warehouse,18.0,37.20000076,743528.125,False,Compliant,33.52,0,0.6931471805599453,9.90353755128617,13.328181710109682,11.76961983979552,9.904777708731684,0.0,0.6931471805599453,0.0,Historic,0,0,0,90,20000.0,0.17385219960576476,0.0,1.0,0,0,1,1.8,0.0
NonResidential,Warehouse,98122,3,CENTRAL,47.60224,-122.31529,Non-Refrigerated Warehouse,60.0,49.29999924,2070005.625,False,Compliant,82.07,0,0.6931471805599453,10.545367754151743,14.197999729150862,13.311460263066058,10.645448706505872,0.0,0.6931471805599453,8.294299608857235,Mid_Century,1,0,0,62,42000.0,0.2918243277720562,0.0,0.9047619047619048,0,0,0,2.604,0.0
NonResidential,Self-Storage Facility,98122,3,CENTRAL,47.61234,-122.31628,Self-Storage Facility,73.0,5.300000191,111969.7031,False,Compliant,0.79,0,0.6931471805599453,9.953182069559979,5.3981627015177525,11.624028460981638,10.096130658401954,0.0,0.6931471805599453,8.080546965824498,Mid_Century,1,0,0,54,24248.0,0.9980378343970084,0.0,0.866793137578357,0,0,0,1.309392,0.0
NonResidential,Senior Care Community,98133,5,NORTH,47.70178,-122.32352,Senior Care Community,100.0,45.09999847,11019641.0,False,Compliant,292.8,0,0.6931471805599453,12.40697467786825,15.359028088263864,15.662170848290126,12.40697467786825,0.0,1.9459101490553132,0.0,Modern,0,0,0,7,40750.0,0.5752105717418562,0.0,1.0,0,1,0,1.7115,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.55608,-122.3388,Non-Refrigerated Warehouse,60.0,4.699999809,106918.0,False,Compliant,0.75,0,0.6931471805599453,10.032452283817127,0.0,11.579826817421987,10.111233161670242,0.0,0.6931471805599453,0.0,Historic,1,0,0,84,24617.0,1.0,0.0,0.9242393467928667,0,0,0,2.067828,0.0
NonResidential,Other,98134,2,GREATER DUWAMISH,47.55768,-122.33137,Parking,72.0,76.59999847,3245111.5,False,Compliant,22.62,0,0.6931471805599453,11.34700074233762,0.0,14.992660422162615,11.752461915490594,0.0,1.3862943611198906,10.653865366550345,Modern,1,0,1,7,42355.0,0.9999998459220892,0.0,0.6666666666666666,1,0,0,0.889455,1.27065
NonResidential,Retail Store,98134,2,GREATER DUWAMISH,47.55772,-122.33017,Retail Store,69.0,46.90000153,1748644.5,False,Compliant,58.36,0,0.6931471805599453,10.52535353109111,13.81615734875001,13.525156920057325,10.52535353109111,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,52,37247.0,0.42775875828391646,0.0,1.0,0,0,0,1.936844,0.0
NonResidential,Retail Store,98117,6,BALLARD,47.69274,-122.37602,Retail Store,11.0,129.0,3027867.5,False,Compliant,77.23,0,0.6931471805599453,10.06343568035319,14.011373350324895,14.409670757563276,10.141913727381494,0.0,0.6931471805599453,0.0,Early_Code,0,0,0,23,25384.0,0.5982784913804848,0.0,0.9245193822880554,0,0,1,0.583832,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.58462,-122.3347,Office,96.0,34.0,1441445.625,False,Compliant,10.05,0,0.0,10.385728499446342,0.0,14.181157334380766,10.800656625202697,0.0,1.3862943611198906,9.21612361673191,Historic,0,0,0,106,16350.666666666666,0.9999995664075084,0.0,0.6603808203539101,1,1,0,5.199512,0.49052
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.58318,-122.3347,Non-Refrigerated Warehouse,34.0,18.29999924,586589.1875,False,Compliant,25.15,0,0.6931471805599453,10.373522431293592,13.031269496506276,11.77625080591727,10.861131337893761,0.0,1.0986122886681096,0.0,Historic,0,0,0,116,26055.0,0.22183156930419895,0.0,0.6140855881788524,1,0,1,6.04476,0.5211
NonResidential,Small- and Mid-Sized Office,98104,2,GREATER DUWAMISH,47.58292,-122.33468,Office,100.0,9.800000191,204499.0938,False,Non-Compliant,5.43,1,0.6931471805599453,9.950895809931119,11.371592288853584,11.67573285285988,9.950895809931119,0.0,1.0986122886681096,0.0,Historic,0,0,0,106,10485.0,0.5754548727491721,0.0,1.0,0,1,0,2.22282,0.0
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.57595,-122.33624,Office,73.0,37.09999847,1528295.75,False,Compliant,39.25,0,0.6931471805599453,10.226910733640675,13.337077904092018,13.719598597126058,10.572265193312061,0.0,1.0986122886681096,9.518707035620796,Historic,1,0,0,79,19518.0,0.5944811401850721,0.0,0.7079618813403012,1,0,0,3.083844,0.39036
NonResidential,Small- and Mid-Sized Office,98134,2,GREATER DUWAMISH,47.57529,-122.33475,Office,96.0,22.79999924,771512.6875,False,Compliant,14.99,0,0.6931471805599453,10.085850775128717,12.247300957492316,13.241207183578013,10.177742381673879,6.90875477931522,0.6931471805599453,9.090993614343617,Historic,0,0,0,93,26310.0,0.7298596758332636,0.0,0.9122006841505131,0,1,0,2.44683,0.0
NonResidential,Retail Store,98118,2,SOUTHEAST,47.54723,-122.28455,Retail Store,88.0,232.1999969,12434593.0,False,Compliant,413.1,0,0.6931471805599453,10.265871170941843,15.772024007103042,15.49447005542502,10.542284138345991,0.0,0.6931471805599453,10.119163289002817,Mid_Century,0,0,0,50,37883.0,0.43105351337192943,0.0,0.7584932555499828,1,1,0,1.89415,0.37883
NonResidential,K-12 School,98126,1,DELRIDGE,47.53887,-122.37564,K-12 School,95.0,40.59999847,1274049.75,False,Compliant,54.27,0,0.6931471805599453,10.353798548436128,13.799190100870124,12.578463445908909,10.304777289233812,0.0,1.3862943611198906,0.0,Mid_Century,0,0,0,54,9958.0,0.2278082154955095,0.0,1.0,0,1,0,1.613196,0.0
NonResidential,Worship Facility,98199,7,MAGNOLIA / QUEEN ANNE,47.64,-122.39743,Worship Facility,35.0,45.09999847,992794.6875,False,Compliant,47.08,0,0.6931471805599453,9.99884318585288,13.676715048442409,11.714976116945179,9.910512817472881,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,51,20140.0,0.12327825837605522,0.0,1.0,0,0,1,1.02714,0.0
NonResidential,Self-Storage Facility,98133,6,NORTHWEST,47.70281,-122.35623,Self-Storage Facility,73.0,17.29999924,1242811.75,False,Compliant,44.97,0,0.6931471805599453,11.182683778099651,13.575781473951269,13.030188876217196,11.182683778099651,0.0,1.0986122886681096,0.0,Early_Code,1,0,1,26,35937.0,0.36688742281363207,0.0,1.0,0,0,0,1.868724,0.0
NonResidential,Small- and Mid-Sized Office,98144,3,CENTRAL,47.60104,-122.30155,Office,93.0,50.09999847,1508561.875,False,Compliant,28.05,0,0.6931471805599453,10.31231367277647,12.847963373129177,13.936444180859903,10.595484071338678,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,45,19976.5,0.748095930768501,0.0,0.75338522764248,1,1,0,1.797885,0.39953
NonResidential,Retail Store,98144,3,CENTRAL,47.60009,-122.3017,Retail Store,15.0,79.09999847,1676426.5,False,Compliant,11.69,0,0.6931471805599453,9.558811758564227,0.0,14.332175300844657,9.961803629358965,0.0,1.0986122886681096,8.858368636308018,Early_Code,0,0,0,18,10600.0,0.9999997017465424,0.0,0.6683018867924528,1,0,1,0.3816,0.212
NonResidential,Supermarket / Grocery Store,98144,3,CENTRAL,47.59881,-122.30189,Supermarket/Grocery Store,27.0,196.0,6058494.0,False,Compliant,42.24,0,0.6931471805599453,10.256641304347884,0.0,15.61697181230908,10.329767847024877,0.0,0.6931471805599453,7.8009820712577405,Mid_Century,0,0,0,36,30630.0,0.9999998349424791,0.0,0.9294809010773751,0,0,1,1.10268,0.0
NonResidential,Retail Store,98144,3,CENTRAL,47.59881,-122.30189,Retail Store,25.0,81.0,1896626.375,False,Compliant,13.22,0,0.6931471805599453,9.866408544294707,0.0,14.455587603331699,10.061431030602083,0.0,1.0986122886681096,8.33110454805304,Mid_Century,0,0,0,36,11710.5,0.9999998022805098,0.0,0.8228085905811025,1,0,1,0.843156,0.23421
SPS-District K-12,K-12 School,98117,6,BALLARD,47.6763,-122.38051,K-12 School,83.0,48.90000153,5722325.5,False,Compliant,256.31,0,0.6931471805599453,11.670928714112977,15.36108769287404,13.846669050891915,11.670928714112977,0.0,1.3862943611198906,0.0,Historic,0,0,0,85,39038.666666666664,0.1802847461228831,0.0,1.0,0,1,0,9.95486,0.0
NonResidential,Worship Facility,98117,6,BALLARD,47.67628,-122.38238,Worship Facility,66.0,37.0,893053.1875,False,Compliant,31.54,0,0.6931471805599453,10.090838109351523,13.215401888011801,12.74927736262005,10.090838109351523,0.0,1.0986122886681096,0.0,Historic,0,0,0,88,12060.0,0.3855335883899972,0.0,1.0,0,0,0,2.12256,0.0
NonResidential,Worship Facility,98117,6,BALLARD,47.6764,-122.38502,Worship Facility,88.0,32.09999847,1148202.25,False,Compliant,51.15,0,0.6931471805599453,10.274050608635028,13.748416240225913,12.269502740089914,10.483941845626783,0.0,1.3862943611198906,8.819813136232225,Historic,0,0,0,87,11912.0,0.1855909967081148,0.0,0.8106671143944482,1,1,0,3.109032,0.35736
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.57298,-122.33644,Non-Refrigerated Warehouse,10.0,24.39999962,1206165.75,False,Compliant,27.75,0,0.6931471805599453,10.809748150372926,12.945895852282005,13.57605341059933,10.840580412039547,0.0,0.6931471805599453,0.0,Historic,0,0,0,75,51050.0,0.6525255753614294,0.0,0.9696376101860921,0,0,1,3.82875,0.0
NonResidential,Retail Store,98134,2,GREATER DUWAMISH,47.57044,-122.33475,Retail Store,40.0,59.5,1302192.875,False,Compliant,42.66,0,0.6931471805599453,9.994287576862567,13.497997259500297,13.26079922351106,9.994287576862567,0.0,1.0986122886681096,0.0,Mid_Century,0,0,0,62,10950.0,0.44097691749388507,0.0,1.0,0,0,1,1.3578,0.0
NonResidential,Distribution Center,98134,2,GREATER DUWAMISH,47.57227,-122.33843,Distribution Center,100.0,2.299999952,150167.7969,False,Compliant,1.6,0,0.6931471805599453,11.08467779396482,9.39182824802156,11.836312462042786,9.904777708731684,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,64,16300.0,0.9201639955603558,0.0,1.0,0,1,0,1.0432,0.0
NonResidential,Warehouse,98134,2,GREATER DUWAMISH,47.57339,-122.33735,Non-Refrigerated Warehouse,1.0,41.40000153,1386445.375,False,Compliant,9.67,0,0.6931471805599453,10.41819562981634,0.0,14.142254196290695,10.41819562981634,0.0,0.6931471805599453,0.0,Mid_Century,0,0,0,52,33462.0,0.9999997295241437,0.0,1.0,0,0,1,1.740024,0.0
NonResidential,Mixed Use Property,98134,2,GREATER DUWAMISH,47.57506,-122.33862,Other,65.5,45.59999847,1331469.75,False,Compliant,44.68,0,0.6931471805599453,9.256460307589736,13.550549725329516,13.243227882675024,10.47194980911048,9.09133158539398,0.6931471805599453,9.19786285046507,Mid_Century,1,0,0,64,35310.0,0.42376854599963687,0.0,0.2965448881336732,1,0,0,2.25984,0.3531
NonResidential,Other,98108,2,GREATER DUWAMISH,47.54089,-122.32323,Other,72.0,134.0,4653535.0,False,Compliant,32.44,0,0.6931471805599453,10.45547431330706,0.0,15.353137703800204,10.495183233934963,0.0,1.3862943611198906,0.0,Mid_Century,1,0,0,54,12046.666666666666,0.9999997851095995,0.0,0.9610680686220254,0,0,0,1.95156,0.0
NonResidential,Other,98144,3,DOWNTOWN,47.59886,-122.31678,Other - Mall,72.0,275.3999939,8163413.0,False,Compliant,298.91,0,0.6931471805599453,10.296913817032536,15.47279399806301,14.886536484517878,10.778206008499323,0.0,1.0986122886681096,8.699681400989514,Early_Code,1,0,1,25,23981.5,0.35749397954017514,0.0,0.6179763567750141,1,0,0,1.199075,0.47963
